text,label
I'm considering a PhD in healthcare but it takes 25 years. Is it worth it? Any advice?,education
Help! My landlord offered to sell me the house I'm renting. Should I buy it?,finance
Big decision ahead. Should I use a paper planner or a digital system?,lifestyle
We're considering IVF but it's so expensive. Is it worth the financial strain? Any advice?,family
Should I read my teen's diary if I'm worried about their mental health? I really need some perspective.,family
Really struggling with this. My partner has terrible habits around time management. How do I address this?,relationship
Really struggling with this. I've been a manager for 1 years but my real passion is entrepreneur. How do I make the switch?,career
"Should I wake up at 5am like all the successful people say, or find my own rhythm?",lifestyle
Really struggling with this. I want to run a marathon but I've never run more than a mile. Where do I start?,health
Big decision ahead. I'm addicted to buying things when I'm stressed. How do I break this habit?,lifestyle
College is destroying my mental health. Should I prioritize my wellbeing or push through?,education
I've been thinking a lot about this. Should I move to a new city for a job opportunity or stay where I'm comfortable?,relocation
"Not sure what to do. I found the perfect engagement ring but it's $15,000. Is that too much?",relationship
Should I reward myself for hitting habit milestones or rely on intrinsic motivation? Am I overthinking this?,lifestyle
My financial advisor charges 30%. Is that reasonable or should I go fee-only? Feeling so lost.,finance
I need advice. Is it minimalist to have a well-stocked pantry or should I shop more frequently?,lifestyle
My doctor says I need to reduce sodium. Should I cut it completely? What would you do?,health
Help! Should I do a working holiday in Costa Rica while I'm still young?,relocation
Should I invest in a taxable brokerage account before maxing retirement accounts? Has anyone been through this?,finance
"Help! Is it worth waking up early on weekends too, or should I sleep in?",lifestyle
Should I have my wisdom teeth removed even though they're not bothering me? Am I overthinking this?,health
Should I do a working holiday in New Zealand while I'm still young? Please help me decide.,relocation
Should I use my entire savings for a down payment or keep an emergency fund? Am I overthinking this?,finance
"Here's my situation. Should I move to a walkable city and sell my car, or keep the car and the suburbs?",relocation
I'm interested in advertising but the job market looks terrible. Should I study it anyway?,education
My partner wants a destination wedding but I want my grandparents there. What do we do? Am I overthinking this?,relationship
I've been thinking a lot about this. I'm 55 and thinking about completely changing careers from finance to education. Am I crazy?,career
I've been thinking a lot about this. Is intermittent fasting safe for someone with my health conditions?,health
I got into my dream school for the wrong major. Should I go anyway? What would you do?,education
My partner got into grad school in Barcelona. Should I move with them or try long distance? What would you do?,relocation
Should I combine my Music major with a Engineering minor for better job prospects? Feeling so lost.,education
"Here's my situation. Does your major actually matter for your career, or is the degree enough?",education
Big decision ahead. Should I propose even though I can't afford an expensive ring right now?,relationship
Here's my situation. We fight about groceries constantly. Is this normal relationship stuff or are we incompatible?,relationship
I've been passed over for promotion 30 times now. Should I keep trying or leave? I really need some perspective.,career
Should I prioritize my child's happiness or their future success?,family
Really struggling with this. Should I hire a personal trainer or figure out workouts on my own?,health
Not sure what to do. Should I get rid of books I've already read or keep them as a library?,lifestyle
Not sure what to do. I'm considering a no-buy year. Has anyone done this successfully?,lifestyle
Really struggling with this. Should I use habit stacking to build new routines?,lifestyle
Should I drink bone broth every day for the health benefits? Am I overthinking this?,health
Big decision ahead. My manager just told me I'm on a dynamic performance plan. Should I start looking now?,career
Not sure what to do. My co-founder and I keep disagreeing on direction. Should we split up?,career
I want to simplify my wardrobe to a capsule collection. Where do I start? What would you do?,lifestyle
We want to move to a better school district but can't afford the houses there. Options? Am I overthinking this?,relocation
Should I sell my investments to pay off credit card debt? Any advice?,finance
I need advice. I inherited a house that needs major repairs. Should I fix it up or sell as-is?,finance
I need advice. I want to build a meditation habit. Should I start with 5 minutes or 20?,lifestyle
My partner of 25 years cheated. Can trust ever be rebuilt? Any advice?,relationship
I want to run a marathon but I've never run more than a mile. Where do I start? Please help me decide.,health
Not sure what to do. Should I propose even though I can't afford an expensive ring right now?,relationship
"I have $25,000 in credit card debt. Should I consolidate or use the avalanche method? Has anyone been through this?",finance
My partner proposed but I'm not sure I'm ready for marriage. How do I know? Please help me decide.,relationship
Should I use habit stacking to build new routines? I really need some perspective.,lifestyle
My co-founder and I keep disagreeing on direction. Should we split up? Please help me decide.,career
Big decision ahead. My co-founder and I keep disagreeing on direction. Should we split up?,career
Help! I've been trying to conceive for 12 years. Should we consider fertility treatments?,family
My friend keeps giving me stock tips. Should I listen or stick to my plan? Has anyone been through this?,finance
Should I focus on cardio or strength training for weight loss?,health
I need advice. I keep checking my investment app 12 times a day. Is this unhealthy?,finance
Here's my situation. We've been together for 6 years and they still won't commit. Should I wait or leave?,relationship
I've been thinking a lot about this. Should I go to the ER or wait for an urgent care appointment?,health
My job is fully remote. Where should I move to maximize my quality of life? What would you do?,relocation
Not sure what to do. I'm tired of winter and want to move somewhere warm. Am I being impulsive?,relocation
Should I get a fixer-upper and do the work myself or hire contractors?,finance
Not sure what to do. Should I practice meditation every day or take rest days? Is smart home technology worth it or just a gimmick?,lifestyle
I've been thinking a lot about this. I keep checking my investment app 30 times a day. Is this unhealthy?,finance
We've been together for 6 years and they still won't commit. Should I wait or leave? I really need some perspective.,relationship
My doctor recommended cataract surgery but I'm scared of the risks. What should I do? Any advice?,health
Help! I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it?,career
My current employer countered my resignation with a huge raise. Should I stay? Feeling so lost.,career
Not sure what to do. I'm pregnant and not sure I want to keep it. How do I make this decision?,family
"I need advice. My side hustle is making $2,000 per month. Should I go full-time?",career
I've been thinking a lot about this. My partner and I both got into different grad schools. How do we decide?,education
Not sure what to do. Is it minimalist to have a well-stocked pantry or should I shop more frequently?,lifestyle
Should we get a new place together or move into one of our existing apartments? Am I overthinking this?,relationship
I've been thinking a lot about this. I have no hobbies and feel boring. How do I find something I'm passionate about?,lifestyle
Should I ship my furniture overseas or sell everything and start fresh? Any advice?,relocation
Help! Should I get a third-year mortgage or stretch it to {year2} years for lower payments?,finance
Help! We fight about cooking constantly. Is this normal relationship stuff or are we incompatible?,relationship
I've been thinking a lot about this. We got married young and I feel like I missed out. Is that normal?,relationship
I'm burned out from undergrad. Should I take time off before grad school? What would you do?,education
Should I buy a new construction home or something with character that's older? Feeling so lost.,finance
I need advice. Should I move back to my hometown or stay in the city where I built my life?,relocation
"After getting laid off from tech, I'm considering healthcare. Anyone made this switch? What would you do?",career
Really struggling with this. Should I rebalance my portfolio annually or only when it drifts significantly?,finance
I want to learn to play drums. Should I take lessons or use apps?,lifestyle
"I'm considering trying the plant-based diet to lose weight, but I'm worried about the side effects.",health
Should I use habit stacking to build new routines? What would you do?,lifestyle
Is it better to invest in ETFs or mutual funds? Am I overthinking this?,finance
I need advice. I'm 32 and thinking about completely changing careers from healthcare to tech. Am I crazy?,career
Should I keep my citizenship when moving abroad permanently? Please help me decide.,relocation
Really struggling with this. My parents want to give me money to invest for them. Should I mix our finances?,finance
I need advice. I got recruited by a competitor with a much better package. Should I tell my boss?,career
Thinking about pivoting from corporate life to creative work. Anyone done this? Am I overthinking this?,career
I need advice. My industry is dying and I need to reskill. What's the fastest path to something stable?,career
I'm interested in entrepreneurship but the job market looks terrible. Should I study it anyway? Feeling so lost.,education
Really struggling with this. Should I sell my investments to pay off credit card debt?,finance
Not sure what to do. My religious family doesn't approve of my partner. Should we still have the wedding?,relationship
Big decision ahead. I was diagnosed with autism. Should I tell my employer?,health
Should I try physical therapy first or go straight to surgery? Am I overthinking this?,health
My friend wants me to join their company but I'm worried about mixing friendship and work.,career
Should I count calories or focus on eating whole foods? Am I overthinking this?,health
I've been thinking a lot about this. Should I try an elimination diet to figure out my food sensitivities?,health
I'm tired of winter and want to move somewhere warm. Am I being impulsive?,relocation
I keep failing at my New Year's resolutions. Should I stop making them? Has anyone been through this?,lifestyle
Really struggling with this. Thinking about pivoting from corporate life to creative work. Anyone done this?,career
Really struggling with this. My company is relocating to Toronto and I have to decide by next month. What should I consider?,relocation
I've been thinking a lot about this. Should I get rid of books I've already read or keep them as a library?,lifestyle
I need advice. Should I have preventive surgery because of my family history?,health
I want to learn to play violin. Should I take lessons or use apps? Please help me decide.,lifestyle
Big decision ahead. Is it better to focus on one habit at a time or change multiple at once?,lifestyle
Help! I want to simplify my wardrobe to a capsule collection. Where do I start? I spend too much time on email. Should I check it only twice a day?,lifestyle
I have no hobbies and feel boring. How do I find something I'm passionate about? I really need some perspective.,lifestyle
Should I do the 30-day minimalism challenge where you get rid of one thing each day? Has anyone been through this?,lifestyle
Big decision ahead. Should I use habit stacking to build new routines?,lifestyle
We're thinking of moving from Los Angeles to Nashville for a lower cost of living. Worth it? Has anyone been through this?,relocation
Not sure what to do. I found a lump. Should I wait to see if it goes away or see a doctor immediately?,health
Here's my situation. Should I freeze my eggs even though I'm not sure I want kids?,family
I need to choose between two treatment plans. How do I decide? Any advice?,health
Here's my situation. Should I get rid of books I've already read or keep them as a library?,lifestyle
I've been thinking a lot about this. Should I unsubscribe from all marketing emails or just the ones I never read?,lifestyle
Here's my situation. Should I end a 3-year relationship if the sex life has completely died?,relationship
"I've been thinking a lot about this. Should I move to a place I've vacationed, or is that different from living there?",relocation
Should I move to a new city for a job opportunity or stay where I'm comfortable? Feeling so lost.,relocation
I want to move from individual contributor to management. Should I tell my boss? Please help me decide.,career
We agreed to try an open relationship and now I'm miserable. Should I end it? Any advice?,relationship
I've been thinking a lot about this. We want completely different things in life. Should we break up now or hope things change?,relationship
Here's my situation. My child was diagnosed with fibromyalgia. Should we tell them or wait?,family
Should I take a semester off to figure out what I actually want? Has anyone been through this?,education
I've been passed over for promotion 4 times now. Should I keep trying or leave? Any advice?,career
Here's my situation. Should I invest in a Roth IRA or traditional IRA?,finance
"Is it worth waking up early on weekends too, or should I sleep in? Any advice?",lifestyle
I need advice. My friend wants me to be their roommate in Singapore. Should I take the plunge?,relocation
Is owning a car necessary or should I rely on public transit and rideshare? I really need some perspective.,lifestyle
The company I work for is clearly struggling. Should I jump ship before things get worse? Am I overthinking this?,career
I need advice. Should I stay with someone whose family hates me?,relationship
I need advice. Should I participate in a clinical trial for my condition?,health
I've been offered a transfer to our Tokyo office. Should I uproot my family and move? Any advice?,relocation
Big decision ahead. College is destroying my mental health. Should I prioritize my wellbeing or push through?,education
I've been thinking a lot about this. I want to stop procrastinating. Should I use the 2-minute rule or time blocking?,lifestyle
Should we get a new place together or move into one of our existing apartments? Any advice?,relationship
Should we have another child when our first was so difficult? Has anyone been through this?,family
I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it? I really need some perspective.,career
"I've been thinking a lot about this. After getting laid off from tech, I'm considering healthcare. Anyone made this switch?",career
I need advice. My partner wants 30 kids and I want {num2}. How do we compromise?,family
My friend swears by plant-based but my doctor is skeptical. Who do I listen to? Any advice?,health
Should I go paperless with all my documents or keep physical copies?,lifestyle
"I've been thinking a lot about this. My dentist says I need extensive dental work but it costs $5,000. Is it really necessary?",health
I've been thinking a lot about this. Should we celebrate every achievement or save praise for big things?,family
Not sure what to do. I want a big wedding but my partner wants to elope. Can we compromise?,relationship
Really struggling with this. I found out my partner has been lying about bathroom time. Is this a dealbreaker?,relationship
The job market is rough right now. Should I take an offer I'm not excited about just to have income? Please help me decide.,career
I need advice. My doctor recommended hip replacement but I'm scared of the risks. What should I do?,health
Really struggling with this. I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it?,career
Not sure what to do. My doctor said I need to leave my physically demanding job. How do I transition to something else at 40?,career
I've been thinking a lot about this. I have chronic pain and doctors can't find the cause. Should I keep searching?,health
Should I invest in Australia emerging markets or stick to domestic?,finance
I need advice. We moved in together and now we fight about noise all the time. Is this normal?,relationship
Not sure what to do. Should I participate in a clinical trial for my condition?,health
Should I eat before my morning workout or train fasted? Am I overthinking this?,health
Should I declutter my entire house in one weekend or do it gradually? Am I overthinking this?,lifestyle
My partner wants to move in together after 9 months. Too soon? What would you do?,relationship
Should I try an elimination diet to figure out my food sensitivities? Has anyone been through this?,health
Should I invest in a taxable brokerage account before maxing retirement accounts? I really need some perspective.,finance
Really struggling with this. I've been trying to conceive for 6 years. Should we consider fertility treatments?,family
"After 15 years in project management, I realized I hate it. How do I start over? I really need some perspective.",career
Should I go to grad school locally or move across the country for a better program? Am I overthinking this?,education
"Really struggling with this. Should I become a single parent by choice, or wait for a partner?",family
I inherited a house that needs major repairs. Should I fix it up or sell as-is? Am I overthinking this?,finance
We can't agree on whether to have kids. Should we get married anyway? Has anyone been through this?,relationship
Should we have kids close together or space them out? Feeling so lost.,family
Here's my situation. I keep failing at my New Year's resolutions. Should I stop making them?,lifestyle
Should I stop celebrating birthdays with gifts and just spend time together?,lifestyle
Here's my situation. My partner wants a destination wedding but I want my grandparents there. What do we do?,relationship
I need advice. I'm not sure if I want to be in academia forever. Should I still pursue a PhD?,education
Not sure what to do. Should I use my entire savings for a down payment or keep an emergency fund?,finance
Not sure what to do. My industry is dying and I need to reskill. What's the fastest path to something stable?,career
Should I plan every hour of my day or leave room for spontaneity?,lifestyle
I've been thinking a lot about this. I want to go to law school but the legal job market is brutal. Should I reconsider?,education
My teen wants to drop out of sports. Should I make them stick with it?,family
We can't agree on whether to have kids. Should we get married anyway? Feeling so lost.,relationship
I need advice. Should I move to a city where I know nobody for my dream job?,relocation
I need advice. I'm pregnant and not sure I want to keep it. How do I make this decision?,family
Is it better to invest in ETFs or mutual funds? I really need some perspective.,finance
Big decision ahead. Should I accept a promotion that means reporting to someone I don't respect?,career
"Not sure what to do. Should I hire a personal trainer or figure out workouts on my own? My hospital bill is $1,000. Should I negotiate it?",health
Should I travel abroad for a medical procedure that's cheaper there? Has anyone been through this?,health
My parents offered to help with the down payment but want a say in which house. Should I accept? Please help me decide.,finance
Big decision ahead. I've been freelancing for a while. Should I go back to a full-time job or keep doing my own thing?,career
Not sure what to do. I got my SHRM certification but nobody will hire me without experience. Catch-22?,career
Should I move to a city where I know nobody for my dream job?,relocation
Should I track every habit or just focus on the most important ones? Any advice?,lifestyle
The company I work for is clearly struggling. Should I jump ship before things get worse?,career
I've been thinking a lot about this. We've been together for 8 years and they still won't commit. Should I wait or leave?,relationship
Big decision ahead. My religious family doesn't approve of my partner. Should we still have the wedding?,relationship
Should I plan my week on Sunday night or Monday morning? Am I overthinking this?,lifestyle
I want to study something unconventional but I'm afraid of being judged.,education
Really struggling with this. I want to go to law school but the legal job market is brutal. Should I reconsider?,education
Really struggling with this. My doctor recommended thyroid surgery but I'm scared of the risks. What should I do?,health
I want to switch industries but every job posting wants experience I don't have. How do I break in? What would you do?,career
Should I count calories or focus on eating whole foods? Any advice?,health
I've been thinking a lot about this. We're thinking of retiring abroad in Portugal. Has anyone done this?,relocation
My employer offers tuition reimbursement for a master's. Should I do it part-time? Am I overthinking this?,education
I've been thinking a lot about this. My children don't want to move abroad. Should I make them anyway?,relocation
Should I accept a promotion that means relocating to a city I don't like? Am I overthinking this?,career
I'm worried about passing on epilepsy to my children. Should I have kids anyway? Any advice?,family
Should I rebalance my portfolio annually or only when it drifts significantly? Any advice?,finance
Here's my situation. Is it better to have a strict morning routine or go with the flow?,lifestyle
Not sure what to do. I've been coding on the side and want to become a developer. Should I quit my unemployment?,career
We can't agree on whether to have kids. Should we get married anyway? Please help me decide.,relationship
"Really struggling with this. Does your major actually matter for your career, or is the degree enough?",education
Really struggling with this. Should I break up before the holidays or wait until after?,relationship
Help! I've been at my job for 12 years and feel completely stuck. Is it time to move on?,career
Should I sign a prenup? My partner is offended that I even brought it up.,relationship
I've been thinking a lot about this. I want to read more books this year. Should I set a number goal or just read daily?,lifestyle
Help! I want to read more books this year. Should I set a number goal or just read daily?,lifestyle
We fight about dishes constantly. Is this normal relationship stuff or are we incompatible? Any advice?,relationship
My doctor recommended hip replacement but I'm scared of the risks. What should I do? I really need some perspective.,health
I'm in a PhD program and hate it. Should I drop out with a master's? Any advice?,education
I'm being offered a remote position with quarterly travel. Is that a good deal? Has anyone been through this?,career
Big decision ahead. My employer offers tuition reimbursement for a master's. Should I do it part-time?,education
Should I focus on cardio or strength training for weight loss? Please help me decide.,health
Not sure what to do. Should I travel abroad for a medical procedure that's cheaper there?,health
Here's my situation. Should I unsubscribe from all marketing emails or just the ones I never read?,lifestyle
Really struggling with this. Should I rent first when moving to a new city or buy immediately?,relocation
I inherited a house that needs major repairs. Should I fix it up or sell as-is? What would you do?,finance
I'm scared of marriage because my parents divorced. How do I get past this? Any advice?,relationship
Not sure what to do. My landlord offered to sell me the house I'm renting. Should I buy it?,finance
Help! Should I buy a fixer-upper in a great neighborhood or a move-in ready home in an okay area?,finance
Really struggling with this. I inherited a house that needs major repairs. Should I fix it up or sell as-is?,finance
Really struggling with this. Should I cut out carbs or just eat it in moderation?,health
Is getting an MBA worth it for someone looking to pivot from education to nonprofit?,career
Should I go to a lower-ranked school with full funding or a top school with no aid?,education
Should I give up nuts and seeds completely or allow occasional treats? What would you do?,health
Should we give our kids an allowance or make them earn money through chores? Any advice?,family
Big decision ahead. Should I stay with someone whose family hates me?,relationship
I'm engaged but having second thoughts. Is this just cold feet or something more? Am I overthinking this?,relationship
Should we let our kids have smartphones before high school? Has anyone been through this?,family
"Here's my situation. Should I wake up at 5am like all the successful people say, or find my own rhythm?",lifestyle
Should I move to a smaller town where I can afford a house or stay in the city and rent? I really need some perspective.,relocation
Should we move before having kids or wait until after? Any advice?,relocation
I need advice. My partner got into grad school in Dubai. Should I move with them or try long distance?,relocation
My partner never apologizes. Is this a personality trait or a red flag?,relationship
Is it better to focus on one habit at a time or change multiple at once? Has anyone been through this?,lifestyle
Big decision ahead. Should I do the 30-day minimalism challenge where you get rid of one thing each day?,lifestyle
Help! My partner has terrible habits around time management. How do I address this?,relationship
Should I force my kid to eat foods they hate or let them have preferences? Has anyone been through this?,family
Should I invest in a Roth IRA or traditional IRA? Feeling so lost.,finance
Should I accept a job that requires me to move to Costa Rica? What would you do?,relocation
Not sure what to do. Should I get a professional certification instead of a full graduate degree?,education
Should I move to a new city for a job opportunity or stay where I'm comfortable? Any advice?,relocation
Really struggling with this. I'm 33 and haven't started investing for retirement. Am I too late?,finance
Really struggling with this. Should I eat before my morning workout or train fasted?,health
Big decision ahead. Should I do a working holiday in Colombia while I'm still young? My promotion requires moving to a city I hate. Should I take it or stay at my level?,relocation
Not sure what to do. Should I accept a promotion that means giving up my technical work?,career
Big decision ahead. My doctor says I need to reduce sodium. Should I cut it completely?,health
My child was diagnosed with autoimmune disease. Should we tell them or wait?,family
I'm interested in advertising but the job market looks terrible. Should I study it anyway? Has anyone been through this?,education
Should I go to a lower-ranked school with full funding or a top school with no aid? Any advice?,education
Not sure what to do. My partner wants 2 kids and I want {num2}. How do we compromise?,family
Not sure what to do. I'm scared of healthcare quality in Singapore. Should that stop me from moving?,relocation
Should I buy in the city where I work or the suburbs where I can afford more? I really need some perspective.,finance
Should I force my kid to eat foods they hate or let them have preferences? Any advice?,family
Should I do the 30-day minimalism challenge where you get rid of one thing each day? I really need some perspective.,lifestyle
We're fighting about screen time limits. What's reasonable for a 50-year-old? What would you do?,family
Should I get rid of books I've already read or keep them as a library? Please help me decide.,lifestyle
Should I cut out salt or just eat it in moderation? Feeling so lost.,health
My PhD advisor is leaving the university. Should I follow them or find a new advisor? Any advice?,education
Should I do the 30-day minimalism challenge where you get rid of one thing each day? Please help me decide.,lifestyle
Here's my situation. The company I work for is clearly struggling. Should I jump ship before things get worse?,career
My cholesterol is high. Should I change my diet or take statins? What would you do?,health
"After getting laid off from tech, I'm considering healthcare. Anyone made this switch? I really need some perspective.",career
I've been thinking a lot about this. Should I sell my investments to pay off credit card debt?,finance
My friend swears by keto but my doctor is skeptical. Who do I listen to?,health
Not sure what to do. Is Engineering actually a good degree or should I pick something more practical?,education
Not sure what to do. Should I put all my money in at once or dollar-cost average?,finance
"I've been thinking a lot about this. I have $20,000 in credit card debt. Should I consolidate or use the avalanche method?",finance
Here's my situation. Should I accept a job that requires me to move to Mexico?,relocation
I've been thinking a lot about this. Should I get genetic testing for sleep apnea that runs in my family?,health
Should I live with less space and more experiences? What would you do?,lifestyle
My children don't want to move abroad. Should I make them anyway? Please help me decide.,relocation
Really struggling with this. Should I move closer to work to cut my commute or keep my affordable place?,relocation
"Does your major actually matter for your career, or is the degree enough? What would you do?",education
Here's my situation. Should I use a robo-advisor or manage my investments myself?,finance
Really struggling with this. I want to learn to play guitar. Should I take lessons or use apps?,lifestyle
Should I buy a rental property instead of a home to live in? Am I overthinking this? Is a timeshare ever a good purchase?,finance
Should I count calories or focus on eating whole foods? Please help me decide.,health
Help! Is it dumb to invest in companies I actually use and like?,finance
Should I go to a lower-ranked school with full funding or a top school with no aid? Please help me decide.,education
My child wants to go to a party where I know there will be drinking. Should I let them? Any advice?,family
Should I journal every morning or only when I feel like it? Any advice?,lifestyle
I've been thinking a lot about this. My partner said they want to 'take a break.' What does that even mean?,relationship
Here's my situation. Should I move back to my hometown or stay in the city where I built my life?,relocation
Should we have kids close together or space them out? I really need some perspective.,family
"Does your major actually matter for your career, or is the degree enough? Am I overthinking this?",education
I've been at my job for 7 years and feel completely stuck. Is it time to move on? Feeling so lost.,career
I need advice. I'm good at {subject1} and {subject2}. Which should I pursue as a career?,education
Really struggling with this. Should I take out a personal loan to pay off my higher-interest credit cards?,finance
Not sure what to do. Is it worth the paperwork nightmare to move to Colombia for love?,relocation
Really struggling with this. Should I move back to my home country after living abroad for 12 years?,relocation
Big decision ahead. Should we adopt domestically or internationally?,family
Should I use a paper planner or a digital system? Please help me decide.,lifestyle
I'm in a PhD program and hate it. Should I drop out with a master's? Am I overthinking this?,education
I was laid off last month and have been struggling to find something at the same level. Should I lower my expectations? Feeling so lost.,career
Should I see a registered dietitian or figure out nutrition myself?,health
Should I buy a rental property instead of a home to live in? I really need some perspective.,finance
Should I go to grad school locally or move across the country for a better program? What would you do?,education
I've been thinking a lot about this. I'm considering a PhD in real estate but it takes 20 years. Is it worth it?,education
Not sure what to do. Should I move my elderly parent to live with me abroad or visit them frequently?,relocation
I need advice. I'm worried about passing on PTSD to my children. Should I have kids anyway?,family
Should I focus on cardio or strength training for weight loss? Am I overthinking this?,health
I want to move to be closer to my aging parents but my partner doesn't want to leave their job.,relocation
I've been offered a transfer to our Berlin office. Should I uproot my family and move? Am I overthinking this?,relocation
Really struggling with this. My friends are all having kids and I'm feeling left behind. Should that influence my decision?,family
Is magnesium actually beneficial or a waste of money? I really need some perspective.,health
Here's my situation. I'm interested in design but the job market looks terrible. Should I study it anyway?,education
Should I invite my toxic ex to my wedding because we share a friend group? What would you do?,relationship
Is it worth the paperwork nightmare to move to Argentina for love? Am I overthinking this?,relocation
Here's my situation. Should I get a second opinion on my diagnosis or trust my current doctor?,health
Help! Should I do the 30-day minimalism challenge where you get rid of one thing each day?,lifestyle
"Here's my situation. Is it worth waking up early on weekends too, or should I sleep in?",lifestyle
I need advice. Should I rent first when moving to a new city or buy immediately?,relocation
I want to run a marathon but I've never run more than a mile. Where do I start? Feeling so lost.,health
Not sure what to do. Should I drink green tea every day for the health benefits?,health
Should I plan my week on Sunday night or Monday morning? I really need some perspective.,lifestyle
"Big decision ahead. My dream company finally offered me a role, but it's in a different city. What should I do?",career
Should we get a new place together or move into one of our existing apartments? I really need some perspective.,relationship
I'm torn between a traditional liberal arts degree and a technical degree.,education
Really struggling with this. I keep failing at my New Year's resolutions. Should I stop making them?,lifestyle
I've been thinking a lot about this. My partner of 15 years cheated. Can trust ever be rebuilt?,relationship
Help! I'm 33 and have no down payment saved. Should I even think about buying a home?,finance
Is getting an MBA worth it for someone looking to pivot from nonprofit to design? Feeling so lost.,career
"Not sure what to do. My dream company finally offered me a role, but it's in a different city. What should I do?",career
I've been thinking a lot about this. Should I learn the language before moving to Colombia or learn when I get there?,relocation
Not sure what to do. Should we use a sperm donor or keep trying with my partner's sperm?,family
I need advice. I've always wanted kids but my partner changed their mind. Now what?,family
Should I let my child fail or protect them from every hardship? Has anyone been through this?,family
Not sure what to do. My doctor says I need to reduce sodium. Should I cut it completely?,health
"I'm only staying because I'm afraid of being alone. That's not a good reason, right?",relationship
Not sure what to do. Should I invite my toxic ex to my wedding because we share a friend group?,relationship
"I have $100,000 in credit card debt. Should I consolidate or use the avalanche method? Any advice?",finance
Big decision ahead. Should we get genetic testing before trying to conceive?,family
Here's my situation. I'm addicted to buying things when I'm stressed. How do I break this habit?,lifestyle
Big decision ahead. Should we use a sperm donor or keep trying with my partner's sperm?,family
Should I change my last name when I get married? My partner says they don't care either way. Feeling so lost.,relationship
Big decision ahead. Is getting an MBA worth it for someone looking to pivot from media to creative arts?,career
I'm considering moving to Sydney sight unseen for a remote job. Bad idea? Am I overthinking this?,relocation
Should we get a new place together or move into one of our existing apartments? Please help me decide.,relationship
Here's my situation. I'm considering moving to New York sight unseen for a remote job. Bad idea?,relocation
Help! My friends are all having kids and I'm feeling left behind. Should that influence my decision?,family
Should I be a stay-at-home parent or keep my career? I really need some perspective.,family
Should I hire a personal trainer or figure out workouts on my own? What would you do?,health
I need advice. The job market is rough right now. Should I take an offer I'm not excited about just to have income?,career
Should I meal prep every Sunday or cook fresh daily? Has anyone been through this?,health
"Should I go back to school to make a career change, or can I self-teach my way in?",career
I'm tired of winter and want to move somewhere warm. Am I being impulsive? Any advice?,relocation
Big decision ahead. Should I move to a smaller town where I can afford a house or stay in the city and rent?,relocation
Should I read my teen's diary if I'm worried about their mental health? Please help me decide.,family
I've been thinking a lot about this. Should I freeze my eggs even though I'm not sure I want kids?,family
I've been coding on the side and want to become a developer. Should I quit my my current gig?,career
Is intermittent fasting safe for someone with my health conditions? Please help me decide.,health
Here's my situation. Should I break up before the holidays or wait until after?,relationship
Really struggling with this. I have pets. How do I make an international move less traumatic for them?,relocation
Really struggling with this. I found my dream house but it's 60% over my budget. Should I stretch?,finance
Not sure what to do. Should I move back to my home country after living abroad for 12 years?,relocation
Help! Should I learn the language before moving to Japan or learn when I get there?,relocation
Should I tell my child they're adopted or keep it a secret?,family
My company offers an ESPP. Should I participate? Has anyone been through this?,finance
Should I reward myself for hitting habit milestones or rely on intrinsic motivation? Please help me decide.,lifestyle
I got accepted to the local college for English and an online program for Economics. Which should I choose? Has anyone been through this?,education
I'm considering moving to Vancouver sight unseen for a remote job. Bad idea? Please help me decide.,relocation
"I've been thinking a lot about this. My dream company finally offered me a role, but it's in a different city. What should I do?",career
My child is struggling socially. Should I arrange playdates or let them figure it out? Has anyone been through this?,family
Help! My friend swears by gluten-free but my doctor is skeptical. Who do I listen to?,health
My parents offered to help with the down payment but want a say in which house. Should I accept?,finance
Should I hire a personal trainer or figure out workouts on my own? Has anyone been through this?,health
Big decision ahead. Should I take a 20% pay cut to work at a company I'm actually passionate about?,career
Should I get a second opinion on my diagnosis or trust my current doctor? Am I overthinking this?,health
Should I live with less space and more experiences? Any advice?,lifestyle
Not sure what to do. I have a business idea but I'm scared to quit my job. When is the right time to leap?,career
Should I do a working holiday in Vietnam while I'm still young? What would you do?,relocation
We're considering adopting a child with special needs. Are we ready?,family
I need advice. The new job pays 50% more but requires 40 more hours per week. Worth it?,career
I need advice. My religious family doesn't approve of my partner. Should we still have the wedding?,relationship
Here's my situation. Should I invest in a taxable brokerage account before maxing retirement accounts?,finance
Should I go to the ER or wait for an urgent care appointment? Am I overthinking this?,health
I need advice. Is it better to have a strict morning routine or go with the flow?,lifestyle
Is meal replacement shakes a good option for busy days? I really need some perspective.,health
My partner wants a destination wedding but I want my grandparents there. What do we do? Feeling so lost.,relationship
Really struggling with this. I'm engaged but having second thoughts. Is this just cold feet or something more?,relationship
My neighborhood is changing and I don't feel safe anymore. Should I move? Any advice?,relocation
Is it better to make my bed every morning or does it not matter? Am I overthinking this?,lifestyle
I have a family. Can I survive grad school while being a parent? I really need some perspective.,education
My partner has terrible habits around sleep schedule. How do I address this? I agreed to polyamory to make my partner happy but I'm miserable. Should I end it?,relationship
Really struggling with this. Is it worth the paperwork nightmare to move to Singapore for love?,relocation
"Should I move to a place I've vacationed, or is that different from living there? I really need some perspective.",relocation
